"state_id","state","year","resources_categories_id","resources_categories","total"
5,"Coahuila de Zaragoza",2010,23,"Otro personal profesional",332
5,"Coahuila de Zaragoza",2010,24,"Personal técnico",397
5,"Coahuila de Zaragoza",2010,25,"Otro personal",1052
5,"Coahuila de Zaragoza",2011,13,"Consultorios",622
5,"Coahuila de Zaragoza",2011,14,"Camas en área de hospitalización (Censables)",633
5,"Coahuila de Zaragoza",2011,15,"Camas fuera del área de hospitalización (No censables)",248
5,"Coahuila de Zaragoza",2011,16,"Camas recién nacidos",60
5,"Coahuila de Zaragoza",2011,17,"Equipamiento",160
5,"Coahuila de Zaragoza",2011,18,"Médicos generales, especialistas y odontólogos",1052
5,"Coahuila de Zaragoza",2011,19,"Personal médico en adiestramiento",204
5,"Coahuila de Zaragoza",2011,20,"Médicos en otras actividades",51
5,"Coahuila de Zaragoza",2011,21,"Personal de enfermería en contacto c/paciente",1730
5,"Coahuila de Zaragoza",2011,22,"Personal de enfermería en otras labores",45
5,"Coahuila de Zaragoza",2011,23,"Otro personal profesional",350
5,"Coahuila de Zaragoza",2011,24,"Personal técnico",283
5,"Coahuila de Zaragoza",2011,25,"Otro personal",983
5,"Coahuila de Zaragoza",2012,13,"Consultorios",631
5,"Coahuila de Zaragoza",2012,14,"Camas en área de hospitalización (Censables)",608
5,"Coahuila de Zaragoza",2012,15,"Camas fuera del área de hospitalización (No censables)",271
5,"Coahuila de Zaragoza",2012,16,"Camas recién nacidos",68
5,"Coahuila de Zaragoza",2012,17,"Equipamiento",154
5,"Coahuila de Zaragoza",2012,18,"Médicos generales, especialistas y odontólogos",1065
5,"Coahuila de Zaragoza",2012,19,"Personal médico en adiestramiento",222
5,"Coahuila de Zaragoza",2012,20,"Médicos en otras actividades",62
5,"Coahuila de Zaragoza",2012,21,"Personal de enfermería en contacto c/paciente",1884
5,"Coahuila de Zaragoza",2012,22,"Personal de enfermería en otras labores",62
5,"Coahuila de Zaragoza",2012,23,"Otro personal profesional",380
5,"Coahuila de Zaragoza",2012,24,"Personal técnico",307
5,"Coahuila de Zaragoza",2012,25,"Otro personal",1088
5,"Coahuila de Zaragoza",2013,13,"Consultorios",609
5,"Coahuila de Zaragoza",2013,14,"Camas en área de hospitalización (Censables)",605
5,"Coahuila de Zaragoza",2013,15,"Camas fuera del área de hospitalización (No censables)",285
5,"Coahuila de Zaragoza",2013,16,"Camas recién nacidos",92
5,"Coahuila de Zaragoza",2013,17,"Equipamiento",160
5,"Coahuila de Zaragoza",2013,18,"Médicos generales, especialistas y odontólogos",1091
5,"Coahuila de Zaragoza",2013,19,"Personal médico en adiestramiento",228
5,"Coahuila de Zaragoza",2013,20,"Médicos en otras actividades",71
5,"Coahuila de Zaragoza",2013,21,"Personal de enfermería en contacto c/paciente",1992
5,"Coahuila de Zaragoza",2013,22,"Personal de enfermería en otras labores",66
5,"Coahuila de Zaragoza",2013,23,"Otro personal profesional",367
5,"Coahuila de Zaragoza",2013,24,"Personal técnico",318
5,"Coahuila de Zaragoza",2013,25,"Otro personal",1121
5,"Coahuila de Zaragoza",2014,13,"Consultorios",631
5,"Coahuila de Zaragoza",2014,14,"Camas en área de hospitalización (Censables)",583
5,"Coahuila de Zaragoza",2014,15,"Camas fuera del área de hospitalización (No censables)",299
5,"Coahuila de Zaragoza",2014,16,"Camas recién nacidos",100
5,"Coahuila de Zaragoza",2014,17,"Equipamiento",173
5,"Coahuila de Zaragoza",2014,18,"Médicos generales, especialistas y odontólogos",1093
5,"Coahuila de Zaragoza",2014,19,"Personal médico en adiestramiento",226
5,"Coahuila de Zaragoza",2014,20,"Médicos en otras actividades",63
5,"Coahuila de Zaragoza",2014,21,"Personal de enfermería en contacto c/paciente",2245
5,"Coahuila de Zaragoza",2014,22,"Personal de enfermería en otras labores",59
5,"Coahuila de Zaragoza",2014,23,"Otro personal profesional",357
5,"Coahuila de Zaragoza",2014,24,"Personal técnico",322
5,"Coahuila de Zaragoza",2014,25,"Otro personal",1138
5,"Coahuila de Zaragoza",2015,13,"Consultorios",579
5,"Coahuila de Zaragoza",2015,14,"Camas en área de hospitalización (Censables)",532
5,"Coahuila de Zaragoza",2015,15,"Camas fuera del área de hospitalización (No censables)",265
5,"Coahuila de Zaragoza",2015,16,"Camas recién nacidos",92
5,"Coahuila de Zaragoza",2015,17,"Equipamiento",183
5,"Coahuila de Zaragoza",2015,18,"Médicos generales, especialistas y odontólogos",1006
5,"Coahuila de Zaragoza",2015,19,"Personal médico en adiestramiento",243
5,"Coahuila de Zaragoza",2015,20,"Médicos en otras actividades",65
5,"Coahuila de Zaragoza",2015,21,"Personal de enfermería en contacto c/paciente",2064
5,"Coahuila de Zaragoza",2015,22,"Personal de enfermería en otras labores",78
5,"Coahuila de Zaragoza",2015,23,"Otro personal profesional",295
5,"Coahuila de Zaragoza",2015,24,"Personal técnico",301
5,"Coahuila de Zaragoza",2015,25,"Otro personal",1065
5,"Coahuila de Zaragoza",2016,13,"Consultorios",589
5,"Coahuila de Zaragoza",2016,14,"Camas en área de hospitalización (Censables)",639
5,"Coahuila de Zaragoza",2016,15,"Camas fuera del área de hospitalización (No censables)",267
5,"Coahuila de Zaragoza",2016,16,"Camas recién nacidos",95
5,"Coahuila de Zaragoza",2016,17,"Equipamiento",176
5,"Coahuila de Zaragoza",2016,18,"Médicos generales, especialistas y odontólogos",1001
5,"Coahuila de Zaragoza",2016,19,"Personal médico en adiestramiento",245
5,"Coahuila de Zaragoza",2016,20,"Médicos en otras actividades",75
5,"Coahuila de Zaragoza",2016,21,"Personal de enfermería en contacto c/paciente",2156
5,"Coahuila de Zaragoza",2016,22,"Personal de enfermería en otras labores",82
5,"Coahuila de Zaragoza",2016,23,"Otro personal profesional",295
5,"Coahuila de Zaragoza",2016,24,"Personal técnico",311
5,"Coahuila de Zaragoza",2016,25,"Otro personal",1128
5,"Coahuila de Zaragoza",2017,13,"Consultorios",599
5,"Coahuila de Zaragoza",2017,14,"Camas en área de hospitalización (Censables)",760
5,"Coahuila de Zaragoza",2017,15,"Camas fuera del área de hospitalización (No censables)",315
5,"Coahuila de Zaragoza",2017,16,"Camas recién nacidos",156
5,"Coahuila de Zaragoza",2017,17,"Equipamiento",188
5,"Coahuila de Zaragoza",2017,18,"Médicos generales, especialistas y odontólogos",1104
5,"Coahuila de Zaragoza",2017,19,"Personal médico en adiestramiento",278
5,"Coahuila de Zaragoza",2017,20,"Médicos en otras actividades",98
5,"Coahuila de Zaragoza",2017,21,"Personal de enfermería en contacto c/paciente",2495
5,"Coahuila de Zaragoza",2017,22,"Personal de enfermería en otras labores",80
5,"Coahuila de Zaragoza",2017,23,"Otro personal profesional",251
5,"Coahuila de Zaragoza",2017,24,"Personal técnico",363
5,"Coahuila de Zaragoza",2017,25,"Otro personal",1261
5,"Coahuila de Zaragoza",2018,13,"Consultorios",610
5,"Coahuila de Zaragoza",2018,14,"Camas en área de hospitalización (Censables)",741
5,"Coahuila de Zaragoza",2018,15,"Camas fuera del área de hospitalización (No censables)",299
5,"Coahuila de Zaragoza",2018,16,"Camas recién nacidos",169
5,"Coahuila de Zaragoza",2018,17,"Equipamiento",181
5,"Coahuila de Zaragoza",2018,18,"Médicos generales, especialistas y odontólogos",1111
5,"Coahuila de Zaragoza",2018,19,"Personal médico en adiestramiento",264
5,"Coahuila de Zaragoza",2018,20,"Médicos en otras actividades",98
5,"Coahuila de Zaragoza",2018,21,"Personal de enfermería en contacto c/paciente",2541
5,"Coahuila de Zaragoza",2018,22,"Personal de enfermería en otras labores",84
5,"Coahuila de Zaragoza",2018,23,"Otro personal profesional",297
5,"Coahuila de Zaragoza",2018,24,"Personal técnico",361
5,"Coahuila de Zaragoza",2018,25,"Otro personal",1238
5,"Coahuila de Zaragoza",2019,13,"Consultorios",606
5,"Coahuila de Zaragoza",2019,14,"Camas en área de hospitalización (Censables)",773
5,"Coahuila de Zaragoza",2019,15,"Camas fuera del área de hospitalización (No censables)",294
5,"Coahuila de Zaragoza",2019,16,"Camas recién nacidos",153
5,"Coahuila de Zaragoza",2019,17,"Equipamiento",152
5,"Coahuila de Zaragoza",2019,18,"Médicos generales, especialistas y odontólogos",1131
5,"Coahuila de Zaragoza",2019,19,"Personal médico en adiestramiento",302
5,"Coahuila de Zaragoza",2019,20,"Médicos en otras actividades",102
5,"Coahuila de Zaragoza",2019,21,"Personal de enfermería en contacto c/paciente",2534
5,"Coahuila de Zaragoza",2019,22,"Personal de enfermería en otras labores",87
5,"Coahuila de Zaragoza",2019,23,"Otro personal profesional",324
5,"Coahuila de Zaragoza",2019,24,"Personal técnico",376
5,"Coahuila de Zaragoza",2019,25,"Otro personal",1283
5,"Coahuila de Zaragoza",2020,13,"Consultorios",605
5,"Coahuila de Zaragoza",2020,14,"Camas en área de hospitalización (Censables)",795
5,"Coahuila de Zaragoza",2020,15,"Camas fuera del área de hospitalización (No censables)",305
5,"Coahuila de Zaragoza",2020,16,"Camas recién nacidos",171
5,"Coahuila de Zaragoza",2020,17,"Equipamiento",153
5,"Coahuila de Zaragoza",2020,18,"Médicos generales, especialistas y odontólogos",1256
5,"Coahuila de Zaragoza",2020,19,"Personal médico en adiestramiento",287
5,"Coahuila de Zaragoza",2020,20,"Médicos en otras actividades",102
5,"Coahuila de Zaragoza",2020,21,"Personal de enfermería en contacto c/paciente",2913
5,"Coahuila de Zaragoza",2020,22,"Personal de enfermería en otras labores",102
5,"Coahuila de Zaragoza",2020,23,"Otro personal profesional",331
5,"Coahuila de Zaragoza",2020,24,"Personal técnico",444
5,"Coahuila de Zaragoza",2020,25,"Otro personal",1419
5,"Coahuila de Zaragoza",2021,13,"Consultorios",638
5,"Coahuila de Zaragoza",2021,14,"Camas en área de hospitalización (Censables)",776
5,"Coahuila de Zaragoza",2021,15,"Camas fuera del área de hospitalización (No censables)",311
5,"Coahuila de Zaragoza",2021,16,"Camas recién nacidos",177
5,"Coahuila de Zaragoza",2021,17,"Equipamiento",154
5,"Coahuila de Zaragoza",2021,18,"Médicos generales, especialistas y odontólogos",1373
5,"Coahuila de Zaragoza",2021,19,"Personal médico en adiestramiento",346
5,"Coahuila de Zaragoza",2021,20,"Médicos en otras actividades",92
5,"Coahuila de Zaragoza",2021,21,"Personal de enfermería en contacto c/paciente",3247
5,"Coahuila de Zaragoza",2021,22,"Personal de enfermería en otras labores",101
5,"Coahuila de Zaragoza",2021,23,"Otro personal profesional",348
5,"Coahuila de Zaragoza",2021,24,"Personal técnico",445
5,"Coahuila de Zaragoza",2021,25,"Otro personal",1491
6,"Colima",2001,13,"Consultorios",237
6,"Colima",2001,14,"Camas en área de hospitalización (Censables)",247
6,"Colima",2001,15,"Camas fuera del área de hospitalización (No censables)",266
6,"Colima",2001,16,"Camas recién nacidos",60
6,"Colima",2001,17,"Equipamiento",37
6,"Colima",2001,18,"Médicos generales, especialistas y odontólogos",433
6,"Colima",2001,19,"Personal médico en adiestramiento",164
6,"Colima",2001,20,"Médicos en otras actividades",29
6,"Colima",2001,21,"Personal de enfermería en contacto c/paciente",525
6,"Colima",2001,22,"Personal de enfermería en otras labores",34
6,"Colima",2001,23,"Otro personal profesional",32
6,"Colima",2001,24,"Personal técnico",130
6,"Colima",2001,25,"Otro personal",299
6,"Colima",2002,13,"Consultorios",242
6,"Colima",2002,14,"Camas en área de hospitalización (Censables)",249
6,"Colima",2002,15,"Camas fuera del área de hospitalización (No censables)",252
6,"Colima",2002,16,"Camas recién nacidos",75
6,"Colima",2002,17,"Equipamiento",39
6,"Colima",2002,18,"Médicos generales, especialistas y odontólogos",441
6,"Colima",2002,19,"Personal médico en adiestramiento",165
6,"Colima",2002,20,"Médicos en otras actividades",38
6,"Colima",2002,21,"Personal de enfermería en contacto c/paciente",612
6,"Colima",2002,22,"Personal de enfermería en otras labores",45
6,"Colima",2002,23,"Otro personal profesional",39
6,"Colima",2002,24,"Personal técnico",129
6,"Colima",2002,25,"Otro personal",320
6,"Colima",2003,13,"Consultorios",244
6,"Colima",2003,14,"Camas en área de hospitalización (Censables)",249
6,"Colima",2003,15,"Camas fuera del área de hospitalización (No censables)",409
6,"Colima",2003,16,"Camas recién nacidos",58
6,"Colima",2003,17,"Equipamiento",38
6,"Colima",2003,18,"Médicos generales, especialistas y odontólogos",308
6,"Colima",2003,19,"Personal médico en adiestramiento",164
6,"Colima",2003,20,"Médicos en otras actividades",37
6,"Colima",2003,21,"Personal de enfermería en contacto c/paciente",682
6,"Colima",2003,22,"Personal de enfermería en otras labores",44
6,"Colima",2003,23,"Otro personal profesional",42
6,"Colima",2003,24,"Personal técnico",126
6,"Colima",2003,25,"Otro personal",385
6,"Colima",2004,13,"Consultorios",276
6,"Colima",2004,14,"Camas en área de hospitalización (Censables)",237
6,"Colima",2004,15,"Camas fuera del área de hospitalización (No censables)",403
6,"Colima",2004,16,"Camas recién nacidos",77
6,"Colima",2004,17,"Equipamiento",34
6,"Colima",2004,18,"Médicos generales, especialistas y odontólogos",312
6,"Colima",2004,19,"Personal médico en adiestramiento",174
6,"Colima",2004,20,"Médicos en otras actividades",51
6,"Colima",2004,21,"Personal de enfermería en contacto c/paciente",676
6,"Colima",2004,22,"Personal de enfermería en otras labores",46
6,"Colima",2004,23,"Otro personal profesional",40
6,"Colima",2004,24,"Personal técnico",131
6,"Colima",2004,25,"Otro personal",334
6,"Colima",2005,13,"Consultorios",268
6,"Colima",2005,14,"Camas en área de hospitalización (Censables)",257
6,"Colima",2005,15,"Camas fuera del área de hospitalización (No censables)",375
6,"Colima",2005,16,"Camas recién nacidos",90
6,"Colima",2005,17,"Equipamiento",38
6,"Colima",2005,18,"Médicos generales, especialistas y odontólogos",402
6,"Colima",2005,19,"Personal médico en adiestramiento",194
6,"Colima",2005,20,"Médicos en otras actividades",42
6,"Colima",2005,21,"Personal de enfermería en contacto c/paciente",754
6,"Colima",2005,22,"Personal de enfermería en otras labores",55
6,"Colima",2005,23,"Otro personal profesional",58
6,"Colima",2005,24,"Personal técnico",132
6,"Colima",2005,25,"Otro personal",547
6,"Colima",2006,13,"Consultorios",271
6,"Colima",2006,14,"Camas en área de hospitalización (Censables)",257
6,"Colima",2006,15,"Camas fuera del área de hospitalización (No censables)",274
6,"Colima",2006,16,"Camas recién nacidos",69
6,"Colima",2006,17,"Equipamiento",44
6,"Colima",2006,18,"Médicos generales, especialistas y odontólogos",437
6,"Colima",2006,19,"Personal médico en adiestramiento",200
6,"Colima",2006,20,"Médicos en otras actividades",46
6,"Colima",2006,21,"Personal de enfermería en contacto c/paciente",755
6,"Colima",2006,22,"Personal de enfermería en otras labores",54
6,"Colima",2006,23,"Otro personal profesional",60
6,"Colima",2006,24,"Personal técnico",124
6,"Colima",2006,25,"Otro personal",539
6,"Colima",2007,13,"Consultorios",287
6,"Colima",2007,14,"Camas en área de hospitalización (Censables)",257
6,"Colima",2007,15,"Camas fuera del área de hospitalización (No censables)",150
6,"Colima",2007,16,"Camas recién nacidos",55
6,"Colima",2007,17,"Equipamiento",48
6,"Colima",2007,18,"Médicos generales, especialistas y odontólogos",437
6,"Colima",2007,19,"Personal médico en adiestramiento",214
6,"Colima",2007,20,"Médicos en otras actividades",51
6,"Colima",2007,21,"Personal de enfermería en contacto c/paciente",913
6,"Colima",2007,22,"Personal de enfermería en otras labores",66
6,"Colima",2007,23,"Otro personal profesional",86
6,"Colima",2007,24,"Personal técnico",139
6,"Colima",2007,25,"Otro personal",533
6,"Colima",2008,13,"Consultorios",301
6,"Colima",2008,14,"Camas en área de hospitalización (Censables)",257
6,"Colima",2008,15,"Camas fuera del área de hospitalización (No censables)",332
6,"Colima",2008,16,"Camas recién nacidos",68
6,"Colima",2008,17,"Equipamiento",50
6,"Colima",2008,18,"Médicos generales, especialistas y odontólogos",488
6,"Colima",2008,19,"Personal médico en adiestramiento",224
6,"Colima",2008,20,"Médicos en otras actividades",60
6,"Colima",2008,21,"Personal de enfermería en contacto c/paciente",965
6,"Colima",2008,22,"Personal de enfermería en otras labores",98
6,"Colima",2008,23,"Otro personal profesional",94
6,"Colima",2008,24,"Personal técnico",153
6,"Colima",2008,25,"Otro personal",552
6,"Colima",2009,13,"Consultorios",325
6,"Colima",2009,14,"Camas en área de hospitalización (Censables)",270
6,"Colima",2009,15,"Camas fuera del área de hospitalización (No censables)",341
6,"Colima",2009,16,"Camas recién nacidos",44
6,"Colima",2009,17,"Equipamiento",55
6,"Colima",2009,18,"Médicos generales, especialistas y odontólogos",504
6,"Colima",2009,19,"Personal médico en adiestramiento",226
6,"Colima",2009,20,"Médicos en otras actividades",61
6,"Colima",2009,21,"Personal de enfermería en contacto c/paciente",972
6,"Colima",2009,22,"Personal de enfermería en otras labores",98
6,"Colima",2009,23,"Otro personal profesional",93
6,"Colima",2009,24,"Personal técnico",161
6,"Colima",2009,25,"Otro personal",558
6,"Colima",2010,13,"Consultorios",319
6,"Colima",2010,14,"Camas en área de hospitalización (Censables)",270
6,"Colima",2010,15,"Camas fuera del área de hospitalización (No censables)",334
6,"Colima",2010,16,"Camas recién nacidos",44
6,"Colima",2010,17,"Equipamiento",54
6,"Colima",2010,18,"Médicos generales, especialistas y odontólogos",514
6,"Colima",2010,19,"Personal médico en adiestramiento",225
6,"Colima",2010,20,"Médicos en otras actividades",59
6,"Colima",2010,21,"Personal de enfermería en contacto c/paciente",958
6,"Colima",2010,22,"Personal de enfermería en otras labores",94
6,"Colima",2010,23,"Otro personal profesional",114
6,"Colima",2010,24,"Personal técnico",163
6,"Colima",2010,25,"Otro personal",563
6,"Colima",2011,13,"Consultorios",320
6,"Colima",2011,14,"Camas en área de hospitalización (Censables)",270
6,"Colima",2011,15,"Camas fuera del área de hospitalización (No censables)",266
6,"Colima",2011,16,"Camas recién nacidos",45
6,"Colima",2011,17,"Equipamiento",62
6,"Colima",2011,18,"Médicos generales, especialistas y odontólogos",526
6,"Colima",2011,19,"Personal médico en adiestramiento",227
6,"Colima",2011,20,"Médicos en otras actividades",59
6,"Colima",2011,21,"Personal de enfermería en contacto c/paciente",982
6,"Colima",2011,22,"Personal de enfermería en otras labores",98
6,"Colima",2011,23,"Otro personal profesional",127
6,"Colima",2011,24,"Personal técnico",161
6,"Colima",2011,25,"Otro personal",569
6,"Colima",2012,13,"Consultorios",343
6,"Colima",2012,14,"Camas en área de hospitalización (Censables)",307
6,"Colima",2012,15,"Camas fuera del área de hospitalización (No censables)",304
6,"Colima",2012,16,"Camas recién nacidos",60
6,"Colima",2012,17,"Equipamiento",73
6,"Colima",2012,18,"Médicos generales, especialistas y odontólogos",564
6,"Colima",2012,19,"Personal médico en adiestramiento",236
6,"Colima",2012,20,"Médicos en otras actividades",66
6,"Colima",2012,21,"Personal de enfermería en contacto c/paciente",1042
6,"Colima",2012,22,"Personal de enfermería en otras labores",103
6,"Colima",2012,23,"Otro personal profesional",139
6,"Colima",2012,24,"Personal técnico",175
6,"Colima",2012,25,"Otro personal",631
6,"Colima",2013,13,"Consultorios",358
6,"Colima",2013,14,"Camas en área de hospitalización (Censables)",278
6,"Colima",2013,15,"Camas fuera del área de hospitalización (No censables)",170
6,"Colima",2013,16,"Camas recién nacidos",61
6,"Colima",2013,17,"Equipamiento",73
6,"Colima",2013,18,"Médicos generales, especialistas y odontólogos",572
6,"Colima",2013,19,"Personal médico en adiestramiento",216
6,"Colima",2013,20,"Médicos en otras actividades",67
6,"Colima",2013,21,"Personal de enfermería en contacto c/paciente",1054
6,"Colima",2013,22,"Personal de enfermería en otras labores",104
6,"Colima",2013,23,"Otro personal profesional",149
6,"Colima",2013,24,"Personal técnico",181
6,"Colima",2013,25,"Otro personal",651
6,"Colima",2014,13,"Consultorios",359
6,"Colima",2014,14,"Camas en área de hospitalización (Censables)",278
6,"Colima",2014,15,"Camas fuera del área de hospitalización (No censables)",267
6,"Colima",2014,16,"Camas recién nacidos",68
6,"Colima",2014,17,"Equipamiento",70
6,"Colima",2014,18,"Médicos generales, especialistas y odontólogos",575
6,"Colima",2014,19,"Personal médico en adiestramiento",211
6,"Colima",2014,20,"Médicos en otras actividades",85
6,"Colima",2014,21,"Personal de enfermería en contacto c/paciente",1101
6,"Colima",2014,22,"Personal de enfermería en otras labores",120
6,"Colima",2014,23,"Otro personal profesional",161
6,"Colima",2014,24,"Personal técnico",191
6,"Colima",2014,25,"Otro personal",766
6,"Colima",2015,13,"Consultorios",357
6,"Colima",2015,14,"Camas en área de hospitalización (Censables)",283
6,"Colima",2015,15,"Camas fuera del área de hospitalización (No censables)",336
6,"Colima",2015,16,"Camas recién nacidos",56
6,"Colima",2015,17,"Equipamiento",83
6,"Colima",2015,18,"Médicos generales, especialistas y odontólogos",594
6,"Colima",2015,19,"Personal médico en adiestramiento",222
6,"Colima",2015,20,"Médicos en otras actividades",85
6,"Colima",2015,21,"Personal de enfermería en contacto c/paciente",1131
6,"Colima",2015,22,"Personal de enfermería en otras labores",128
6,"Colima",2015,23,"Otro personal profesional",179
6,"Colima",2015,24,"Personal técnico",190
6,"Colima",2015,25,"Otro personal",780
6,"Colima",2016,13,"Consultorios",372
6,"Colima",2016,14,"Camas en área de hospitalización (Censables)",291
6,"Colima",2016,15,"Camas fuera del área de hospitalización (No censables)",341
6,"Colima",2016,16,"Camas recién nacidos",61
6,"Colima",2016,17,"Equipamiento",80
6,"Colima",2016,18,"Médicos generales, especialistas y odontólogos",605
6,"Colima",2016,19,"Personal médico en adiestramiento",208
6,"Colima",2016,20,"Médicos en otras actividades",80
6,"Colima",2016,21,"Personal de enfermería en contacto c/paciente",1161
6,"Colima",2016,22,"Personal de enfermería en otras labores",104
6,"Colima",2016,23,"Otro personal profesional",175
6,"Colima",2016,24,"Personal técnico",213
6,"Colima",2016,25,"Otro personal",802
6,"Colima",2017,13,"Consultorios",404
6,"Colima",2017,14,"Camas en área de hospitalización (Censables)",291
6,"Colima",2017,15,"Camas fuera del área de hospitalización (No censables)",345
6,"Colima",2017,16,"Camas recién nacidos",63
6,"Colima",2017,17,"Equipamiento",79
6,"Colima",2017,18,"Médicos generales, especialistas y odontólogos",622
6,"Colima",2017,19,"Personal médico en adiestramiento",223
6,"Colima",2017,20,"Médicos en otras actividades",80
6,"Colima",2017,21,"Personal de enfermería en contacto c/paciente",1198
6,"Colima",2017,22,"Personal de enfermería en otras labores",109
6,"Colima",2017,23,"Otro personal profesional",194
6,"Colima",2017,24,"Personal técnico",282
6,"Colima",2017,25,"Otro personal",846
6,"Colima",2018,13,"Consultorios",367
6,"Colima",2018,14,"Camas en área de hospitalización (Censables)",299
6,"Colima",2018,15,"Camas fuera del área de hospitalización (No censables)",385
6,"Colima",2018,16,"Camas recién nacidos",69
6,"Colima",2018,17,"Equipamiento",80
6,"Colima",2018,18,"Médicos generales, especialistas y odontólogos",649
6,"Colima",2018,19,"Personal médico en adiestramiento",270
6,"Colima",2018,20,"Médicos en otras actividades",83
6,"Colima",2018,21,"Personal de enfermería en contacto c/paciente",1250
6,"Colima",2018,22,"Personal de enfermería en otras labores",85
6,"Colima",2018,23,"Otro personal profesional",197
6,"Colima",2018,24,"Personal técnico",224
6,"Colima",2018,25,"Otro personal",828
6,"Colima",2019,13,"Consultorios",362
6,"Colima",2019,14,"Camas en área de hospitalización (Censables)",319
6,"Colima",2019,15,"Camas fuera del área de hospitalización (No censables)",328
6,"Colima",2019,16,"Camas recién nacidos",60
6,"Colima",2019,17,"Equipamiento",93
6,"Colima",2019,18,"Médicos generales, especialistas y odontólogos",627
6,"Colima",2019,19,"Personal médico en adiestramiento",259
6,"Colima",2019,20,"Médicos en otras actividades",73
6,"Colima",2019,21,"Personal de enfermería en contacto c/paciente",1223
6,"Colima",2019,22,"Personal de enfermería en otras labores",72
6,"Colima",2019,23,"Otro personal profesional",184
6,"Colima",2019,24,"Personal técnico",225
6,"Colima",2019,25,"Otro personal",811
6,"Colima",2020,13,"Consultorios",378
6,"Colima",2020,14,"Camas en área de hospitalización (Censables)",315
6,"Colima",2020,15,"Camas fuera del área de hospitalización (No censables)",318
6,"Colima",2020,16,"Camas recién nacidos",54
6,"Colima",2020,17,"Equipamiento",99
6,"Colima",2020,18,"Médicos generales, especialistas y odontólogos",726
6,"Colima",2020,19,"Personal médico en adiestramiento",264
6,"Colima",2020,20,"Médicos en otras actividades",75
6,"Colima",2020,21,"Personal de enfermería en contacto c/paciente",1499
6,"Colima",2020,22,"Personal de enfermería en otras labores",85
6,"Colima",2020,23,"Otro personal profesional",208
6,"Colima",2020,24,"Personal técnico",234
6,"Colima",2020,25,"Otro personal",853
6,"Colima",2021,13,"Consultorios",373
6,"Colima",2021,14,"Camas en área de hospitalización (Censables)",308
6,"Colima",2021,15,"Camas fuera del área de hospitalización (No censables)",300
6,"Colima",2021,16,"Camas recién nacidos",42
6,"Colima",2021,17,"Equipamiento",97
6,"Colima",2021,18,"Médicos generales, especialistas y odontólogos",677
6,"Colima",2021,19,"Personal médico en adiestramiento",261
6,"Colima",2021,20,"Médicos en otras actividades",78
6,"Colima",2021,21,"Personal de enfermería en contacto c/paciente",1391
6,"Colima",2021,22,"Personal de enfermería en otras labores",92
6,"Colima",2021,23,"Otro personal profesional",210
6,"Colima",2021,24,"Personal técnico",236
6,"Colima",2021,25,"Otro personal",852
7,"Chiapas",2001,13,"Consultorios",888
7,"Chiapas",2001,14,"Camas en área de hospitalización (Censables)",790
7,"Chiapas",2001,15,"Camas fuera del área de hospitalización (No censables)",688
7,"Chiapas",2001,16,"Camas recién nacidos",159
7,"Chiapas",2001,17,"Equipamiento",171
7,"Chiapas",2001,18,"Médicos generales, especialistas y odontólogos",1510
7,"Chiapas",2001,19,"Personal médico en adiestramiento",353
7,"Chiapas",2001,20,"Médicos en otras actividades",90
7,"Chiapas",2001,21,"Personal de enfermería en contacto c/paciente",2195
7,"Chiapas",2001,22,"Personal de enfermería en otras labores",84
7,"Chiapas",2001,23,"Otro personal profesional",140
7,"Chiapas",2001,24,"Personal técnico",1034
7,"Chiapas",2001,25,"Otro personal",965
7,"Chiapas",2002,13,"Consultorios",857
7,"Chiapas",2002,14,"Camas en área de hospitalización (Censables)",790
7,"Chiapas",2002,15,"Camas fuera del área de hospitalización (No censables)",584
7,"Chiapas",2002,16,"Camas recién nacidos",213
7,"Chiapas",2002,17,"Equipamiento",170
7,"Chiapas",2002,18,"Médicos generales, especialistas y odontólogos",1561
7,"Chiapas",2002,19,"Personal médico en adiestramiento",373
7,"Chiapas",2002,20,"Médicos en otras actividades",90
7,"Chiapas",2002,21,"Personal de enfermería en contacto c/paciente",2280
7,"Chiapas",2002,22,"Personal de enfermería en otras labores",80
7,"Chiapas",2002,23,"Otro personal profesional",166
7,"Chiapas",2002,24,"Personal técnico",942
7,"Chiapas",2002,25,"Otro personal",885
7,"Chiapas",2003,13,"Consultorios",884
7,"Chiapas",2003,14,"Camas en área de hospitalización (Censables)",796
7,"Chiapas",2003,15,"Camas fuera del área de hospitalización (No censables)",815
7,"Chiapas",2003,16,"Camas recién nacidos",164
7,"Chiapas",2003,17,"Equipamiento",182
7,"Chiapas",2003,18,"Médicos generales, especialistas y odontólogos",1212
7,"Chiapas",2003,19,"Personal médico en adiestramiento",372
7,"Chiapas",2003,20,"Médicos en otras actividades",92
7,"Chiapas",2003,21,"Personal de enfermería en contacto c/paciente",2321
7,"Chiapas",2003,22,"Personal de enfermería en otras labores",81
7,"Chiapas",2003,23,"Otro personal profesional",168
7,"Chiapas",2003,24,"Personal técnico",936
7,"Chiapas",2003,25,"Otro personal",901
7,"Chiapas",2004,13,"Consultorios",882
7,"Chiapas",2004,14,"Camas en área de hospitalización (Censables)",895
7,"Chiapas",2004,15,"Camas fuera del área de hospitalización (No censables)",814
7,"Chiapas",2004,16,"Camas recién nacidos",164
7,"Chiapas",2004,17,"Equipamiento",174
